AAA_14	PF13173.9	AAA domain	Cele_C11G6.2.1  	2.5e-06	4	103	24	140
PIF1	PF05970.17	PIF1-like helicase	Otipu_g20005.t1  	1.1e-23	3	158	1675	1843
PIF1	PF05970.17	PIF1-like helicase	Otipu_g20001.t1  	1.1e-23	3	158	1703	1871
PIF1	PF05970.17	PIF1-like helicase	Otipu_g20004.t1  	1e-23	3	158	1860	2028
PIF1	PF05970.17	PIF1-like helicase	Oonir_g20001.t1  	4.3e-22	3	158	1487	1657
PIF1	PF05970.17	PIF1-like helicase	C_nig_PIC43140.1  	6.3e-17	51	193	2757	2911
PIF1	PF05970.17	PIF1-like helicase	C_nig_PIC43140.1  	7.5e-06	329	362	3090	3123
PIF1	PF05970.17	PIF1-like helicase	C_nigo_A0A2G5UUE0  	6.3e-17	51	193	2757	2911
PIF1	PF05970.17	PIF1-like helicase	C_nigo_A0A2G5UUE0  	7.5e-06	329	362	3090	3123
PIF1	PF05970.17	PIF1-like helicase	Oonir_g20002.t1  	4.5e-22	3	158	1488	1658
PIF1	PF05970.17	PIF1-like helicase	C_bre_EGT48478.1  	5.3e-24	1	359	1299	1688
PIF1	PF05970.17	PIF1-like helicase	OspJU_g20001.t1  	3e-22	43	224	2752	2944
PIF1	PF05970.17	PIF1-like helicase	OspJU_8763_t  	7.8e-21	44	220	2308	2496
PIF1	PF05970.17	PIF1-like helicase	Odoli_3169_t  	6.3e-24	2	102	337	439
PIF1	PF05970.17	PIF1-like helicase	Odoli_8859_t  	1.1e-19	24	160	1568	1716
PIF1	PF05970.17	PIF1-like helicase	OspJU_8761_t  	2.9e-20	45	174	2179	2310
PIF1	PF05970.17	PIF1-like helicase	Odoli_g20001.t1  	1.2e-19	24	160	1836	1984
PIF1	PF05970.17	PIF1-like helicase	Odoli_g20003.t1  	3.2e-19	22	306	1944	2236
PIF1	PF05970.17	PIF1-like helicase	Odoli_11599_t  	1.5e-21	287	362	1	74
PIF1	PF05970.17	PIF1-like helicase	Oonir_g9277.t1  	8.4e-20	2	86	215	291
PIF1	PF05970.17	PIF1-like helicase	Otipu_g12142.t1  	1.1e-18	310	362	75	127
PIF1	PF05970.17	PIF1-like helicase	OspJU_3338_t  	4.3e-17	98	159	93	153
PIF1	PF05970.17	PIF1-like helicase	Odoli_2479_t  	1.5e-16	313	362	70	119
PIF1	PF05970.17	PIF1-like helicase	Odoli_14101_t  	2.6e-16	235	361	357	473
PIF1	PF05970.17	PIF1-like helicase	Cele_F11C3.1.1  	2.4e-07	118	161	120	160
PIF1	PF05970.17	PIF1-like helicase	Otipu_g7618.t1  	1e-12	120	178	91	148
PIF1	PF05970.17	PIF1-like helicase	Odoli_7000_t  	9.9e-12	2	52	107	157
PIF1	PF05970.17	PIF1-like helicase	Odoli_12559_t  	1.8e-11	258	302	125	169
PIF1	PF05970.17	PIF1-like helicase	Odoli_11500_t  	1.9e-11	311	358	30	77
PIF1	PF05970.17	PIF1-like helicase	OspJU_11858_t  	8.3e-10	125	159	331	364
PIF1	PF05970.17	PIF1-like helicase	Cele_T19C9.10a.2  	2.9e-09	94	152	5	61
PIF1	PF05970.17	PIF1-like helicase	Oonir_g16538.t1  	2.3e-09	200	285	5	77
Pkinase	PF00069.28	Protein kinase domain	Odoli_12845_t  	1.9e-16	126	202	1915	1989
PK_Tyr_Ser-Thr	PF07714.20	Protein tyrosine and serine/threonine kinase	Odoli_12845_t  	1.8e-16	131	235	1915	2017
ResIII	PF04851.18	Type III restriction enzyme, res subunit	Odoli_12885_t  	2e-06	2	62	382	440
ResIII	PF04851.18	Type III restriction enzyme, res subunit	Odoli_7000_t  	6.7e-07	2	69	105	173
RNase_Zc3h12a_2	PF14626.9	Zc3h12a-like Ribonuclease NYN domain	C_bovi_CAB3404341.1  	3.3e-15	5	46	80	121
RNase_Zc3h12a_2	PF14626.9	Zc3h12a-like Ribonuclease NYN domain	C_bovi_CAB3404341.1  	8.4e-07	79	115	117	155
SIR2	PF02146.20	Sir2 family	Otipu_g7618.t1  	3.3e-09	78	140	40	104
TGF_beta	PF00019.23	Transforming growth factor beta like domain	Odoli_2967_t  	9.4e-07	2	102	2028	2111
UCH	PF00443.32	Ubiquitin carboxyl-terminal hydrolase	Odoli_3251_t  	1.2e-07	1	22	697	718
UCH	PF00443.32	Ubiquitin carboxyl-terminal hydrolase	Odoli_3251_t  	6.7e-08	225	263	913	950
UCH	PF00443.32	Ubiquitin carboxyl-terminal hydrolase	Odoli_14101_t  	3.3e-06	1	21	626	646
UCH	PF00443.32	Ubiquitin carboxyl-terminal hydrolase	Odoli_14101_t  	2.9e-06	225	265	835	874
UCH	PF00443.32	Ubiquitin carboxyl-terminal hydrolase	M_phar_XP_028045493.2  	6.7e-12	2	277	2571	2833
UCH	PF00443.32	Ubiquitin carboxyl-terminal hydrolase	Odoli_g20001.t1  	2.1e-06	225	276	3380	3429
UCH	PF00443.32	Ubiquitin carboxyl-terminal hydrolase	Odoli_8859_t  	1.9e-06	225	276	3112	3161
UCH	PF00443.32	Ubiquitin carboxyl-terminal hydrolase	Odoli_713_t  	2.2e-05	225	261	1670	1705
UCH	PF00443.32	Ubiquitin carboxyl-terminal hydrolase	Odoli_11904_t  	2.2e-05	225	261	1688	1723
UCH	PF00443.32	Ubiquitin carboxyl-terminal hydrolase	OspDF_g20002.t1  	3.8e-06	154	263	2666	2774
UvrD_C_2	PF13538.9	UvrD-like helicase C-terminal domain	Otipu_g7655.t1  	6e-07	2	46	463	501
UvrD_C_2	PF13538.9	UvrD-like helicase C-terminal domain	OspDF_g440.t1  	8e-07	2	51	505	547
UvrD_C_2	PF13538.9	UvrD-like helicase C-terminal domain	Odoli_5431_t  	9e-07	2	47	569	607
UvrD_C_2	PF13538.9	UvrD-like helicase C-terminal domain	P_paci_KAF8360407.1  	1.6e-06	2	48	557	596
Viral_helicase1	PF01443.21	Viral (Superfamily 1) RNA helicase	P_paci_KAF8360407.1  	9e-05	4	76	235	322
