assembly	chr	start	end	aa_len	transcript_id	interpro_ids	interpro_info	celeg_symbol	celeg_id	celeg_brief_Description	celeg_aa_len	qcovs	pident	evalue	bitscore
nxOscSpeu1.1	II	7351115	7352713	249	4421_t	IPR001452, IPR036028	SH3 domain, SH3-like domain superfamily	C34G6.7b	C34G6.7b	NA	397	62	56.97	1.83e-57	187
nxOscSpeu1.1	II	7353463	7354477	276	4422_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	II	7357901	7361963	229	4423_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	II	7380146	7384690	519	4427_t	IPR024079, IPR000718, IPR018497, IPR042089, IPR008753	Metallopeptidase catalytic domain superfamily, Peptidase M13, Peptidase M13 C-terminal domain, Peptidase M13 domain 2, Peptidase M13 N-terminal domain	nep-1	ZK20.6	ZK20.6 encodes a neprilysin; neprilysins are thermolysin-like zinc metallopeptidases, found on the outer surface of animal cells, that negatively regulate small signalling peptides (e.g., enkephalin, tachykinin, insulin, and natriuretic peptides) by cleaving them; ZK20.6 is closely paralogous to F18A12.8, and orthologous to CG9761 in Drosophila melanogaster; more generally, ZK20.6 falls into a group of proteins that includes the classical neprilysins found in mammals (e.g., PEX [OMIM:307800] and the enkephalin cleaving enzymes).	754	83	26.494	7.63e-45	168
nxOscSpeu1.1	III	9499528	9521438	4461	7941_t	IPR003593, IPR010285, IPR025476, IPR027417	AAA+ ATPase domain, DNA helicase Pif1-like, Helitron helicase-like domain, P-loop containing nucleoside triphosphate hydrolase	Y116F11A.1	Y116F11A.1		202	9	28.704	2.37e-10	63.5
nxOscSpeu1.1	IV	9	551	181	7942_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	IV	3946	7670	324	7943_t	"NA"	"NA"	F33H1.4	F33H1.4		1378	71	47.154	6.61e-69	233
nxOscSpeu1.1	IV	2567109	2574944	1130	8486_t	IPR027450, IPR037151, IPR012677, IPR005123, IPR000504, IPR035979, IPR014729, IPR012921, IPR010912, IPR016194, IPR011063	Alpha-ketoglutarate-dependent dioxygenase AlkB-like, Alpha-ketoglutarate-dependent dioxygenase AlkB-like superfamily, Nucleotide-binding alpha-beta plait domain superfamily, Oxoglutarate/iron-dependent dioxygenase, RNA recognition motif domain, RNA-binding domain superfamily, Rossmann-like alpha/beta/alpha sandwich fold, Spen paralogue and orthologue SPOC C-terminal, Spen paralogue/orthologue C-terminal metazoa, SPOC-like C-terminal domain superfamily, tRNA(Ile)-lysidine/2-thiocytidine synthase N-terminal	F29C4.7a	F29C4.7a	NA	520	44	52.756	0	550
nxOscSpeu1.1	IV	2575828	2577031	351	8487_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	IV	2582122	2582533	109	8488_t	IPR012677, IPR000504, IPR035979	Nucleotide-binding alpha-beta plait domain superfamily, RNA recognition motif domain, RNA-binding domain superfamily	rbm-3.2	R09B3.3		85	71	49.351	9.04e-25	89.4
nxOscSpeu1.1	IV	2583384	2589539	1875	8489_t	IPR016024, IPR032430, IPR021843	Armadillo-type fold, Proteasome activator Blm10 mid region, Proteasome activator complex subunit 4 C-terminal domain	T28B8.4	T28B8.4		1874	99	27.865	0	690
nxOscSpeu1.1	IV	2589695	2591538	488	8490_t	IPR000717, IPR036390, IPR036388	Proteasome component (PCI) domain, Winged helix DNA-binding domain superfamily, Winged helix-like DNA-binding domain superfamily	rpn-5	F10G7.8		490	96	60	0	590
nxOscSpeu1.1	IV	2591885	2592749	234	8491_t	IPR006818, IPR036747	Histone chaperone ASF1-like, Histone chaperone ASF1-like superfamily	asfl-1	C03D6.5		245	75	55.618	1.14e-66	206
nxOscSpeu1.1	IV	2596446	2597232	173	8493_t	IPR029006	ADF-H/Gelsolin-like domain superfamily	gsnl-1	K06A4.3	gsnl-1 encodes one of three C. elegans gelsolin-related proteins; GSNL-1 contains four gelsolin-like (G) domains; GSNL-1 is predicted to function in vivo as an actin regulatory protein and in vitro, demonstrates actin filament severing activity; GSNL-1 also exhibits calcium-dependent capping of the barbed ends of actin filaments and stays bound to the side of actin filaments; GSNL-1 additionally binds to G-actin.	475	99	41.667	2.31e-42	147
nxOscSpeu1.1	IV	2597284	2597753	143	8494_t	IPR029006, IPR007123, IPR007122	ADF-H/Gelsolin-like domain superfamily, Gelsolin-like domain, Villin/Gelsolin	gsnl-1	K06A4.3	gsnl-1 encodes one of three C. elegans gelsolin-related proteins; GSNL-1 contains four gelsolin-like (G) domains; GSNL-1 is predicted to function in vivo as an actin regulatory protein and in vitro, demonstrates actin filament severing activity; GSNL-1 also exhibits calcium-dependent capping of the barbed ends of actin filaments and stays bound to the side of actin filaments; GSNL-1 additionally binds to G-actin.	475	99	50.35	1.36e-41	144
nxOscSpeu1.1	IV	2598185	2601741	180	8495_t	"NA"	"NA"	swt-5	K06A4.4		239	34	77.419	2.28e-27	103
nxOscSpeu1.1	IV	2604803	2605634	195	8496_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	IV	2605686	2607447	140	8497_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	IV	2607471	2607910	109	8498_t	"NA"	"NA"	F35D2.2	F35D2.2		377	100	71.171	2.51e-54	173
nxOscSpeu1.1	IV	2611828	2616382	539	8499_t	IPR000494	Receptor L-domain	C31E10.3a	C31E10.3a	NA	497	25	29.286	4.7e-6	49.3
nxOscSpeu1.1	IV	2616637	2617716	258	8500_t	IPR029055, IPR000426, IPR001353	Nucleophile aminohydrolases N-terminal, Proteasome alpha-subunit N-terminal domain, Proteasome subunit alpha/beta	pas-7	ZK945.2	pas-7 encodes a proteasome alpha-type three subunit of the core 20S proteasome subcomplex; loss of pas-7 activity via RNAi results in several defects including embryonic and larval lethality, sterility, and abnormal meiotic progression.	250	88	46.018	3.54e-73	223
nxOscSpeu1.1	IV	2618339	2621497	852	8501_t	IPR035647, IPR000640, IPR041095, IPR027417, IPR020568, IPR014721, IPR005225, IPR031157, IPR000795, IPR005517, IPR004161, IPR009000	EF-G domain III/V-like, Elongation factor EFG domain V-like, Elongation Factor G domain II, P-loop containing nucleoside triphosphate hydrolase, Ribosomal protein S5 domain 2-type fold, Ribosomal protein S5 domain 2-type fold subgroup, Small GTP-binding protein domain, Tr-type G domain conserved site, Transcription factor GTP-binding domain, Translation elongation factor EFG/EF2 domain IV, Translation elongation factor EFTu-like domain 2, Translation protein beta-barrel domain superfamily	F25H5.4a	F25H5.4a	NA	852	100	92.371	0	1650
nxOscSpeu1.1	IV	9677964	9678283	106	10822_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	V	5583	6276	139	10823_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	V	15677	23500	638	10824_t	IPR021109, IPR024445, IPR008737	Aspartic peptidase domain superfamily, ISXO2-like transposase domain, Peptidase aspartic putative	mab-31	Y54E10A.16	mab-31 encodes a novel protein that is highly conserved amongst nematodes; mab-31 functions in the TGF-beta signaling pathway to regulate the male tail ray patterning process, specifically the positioning of the R7-derived ray cell cluster; a mab-31::gfp reporter is expressed in a wide variety of tissues, including the intestine, hypodermis, pharynx, and neuronal support cells; in males, mab-31::gfp is also seen in the ray structural cells; a MAB-31::GFP localizes to the nucleus.	427	18	29.323	5.41e-4	42.7
nxOscSpeu1.1	V	26671	27476	257	10825_t	IPR038717, IPR036388	Tc1-like transposase DDE domain, Winged helix-like DNA-binding domain superfamily	F46F5.8	F46F5.8		68	19	34.694	0.002	36.2
nxOscSpeu1.1	V	28766	29709	125	10826_t	"NA"	"NA"	T04H1.4b	T04H1.4b	NA	1312	74	38.384	1.82e-11	60.1
nxOscSpeu1.1	V	39269	39986	144	10827_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	V	42188	42772	194	10828_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	V	46024	51872	138	10829_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	V	79333	86131	847	10831_t	IPR000558, IPR009072, IPR012816, IPR036390, IPR037238, IPR013087	Histone H2B, Histone-fold, NADAR, Winged helix DNA-binding domain superfamily, YbiA-like superfamily, Zinc finger C2H2-type	F33H1.4	F33H1.4		1378	30	36.015	3.23e-48	186
nxOscSpeu1.1	V	86219	89151	625	10832_t	IPR020472, IPR001680, IPR019775, IPR017986, IPR036322, IPR015943	G-protein beta WD-40 repeat, WD40 repeat, WD40 repeat conserved site, WD40-repeat-containing domain, WD40-repeat-containing domain superfamily, WD40/YVTN repeat-like-containing domain superfamily	rack-1	K04D7.1	rack-1 encodes a seven-WD repeat-containing protein that is the C. elegans ortholog of vertebrate Receptor for Activated C Kinase (Rack1); rack-1 is required cell autonomously for VD/DD motor axon pathfinding; rack-1 is also required for gonadal distal tip cell migration and for normal brood sizes; genetic analyses indicate that rack-1 functions in the same pathway with ced-10/Rac and unc-115/abLIM, and in parallel to mig-2/RhoG and unc-34/Enabled, to control axon pathfinding; in regulating axon pathfinding, RACK-1 likely acts upstream of UNC-115 with which it physically interacts; rack-1 also acts downstream of, or with, unc-115 to regulate P cell nuclear migration; in regulating gonadal distal tip cell migration, rack-1 acts either independently of, or in the same pathway as, ced-10 and mig-2; rack-1::gfp is expressed in most, if not all, tissues, and a RACK-1::GFP localizes to the cytoplasm, with some fusion protein also seen in the axons, cell bodies, and growth cones of migrating VD neurons.	325	50	77.044	3.76e-180	513
nxOscSpeu1.1	V	10865760	10868366	396	13648_t	IPR029526	PiggyBac transposable element-derived protein	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	V	10870937	10871645	196	13649_t	IPR000857, IPR038185	MyTH4 domain, MyTH4 domain superfamily	hum-6	T10H10.1	hum-6 is orthologous to the human gene MYOSIN VIIA (MYO7A; OMIM:276903), which when mutated leads to Usher syndrome type IB.	2098	100	65.306	1e-79	258
nxOscSpeu1.1	V	10871734	10882380	332	13650_t	IPR036961, IPR001609, IPR027417, IPR011993	Kinesin motor domain superfamily, Myosin head motor domain, P-loop containing nucleoside triphosphate hydrolase, PH-like domain superfamily	hum-6	T10H10.1	hum-6 is orthologous to the human gene MYOSIN VIIA (MYO7A; OMIM:276903), which when mutated leads to Usher syndrome type IB.	2098	89	64.623	9.9e-81	267
nxOscSpeu1.1	V	10893265	10894896	478	13651_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
nxOscSpeu1.1	X	6337003	6344581	1122	15291_t	IPR029058, IPR019826, IPR002018, IPR013099, IPR003280	Alpha/Beta hydrolase fold, Carboxylesterase type B active site, Carboxylesterase type B, Potassium channel domain, Two pore domain potassium channel	twk-24	F55C5.3		579	50	59.831	0	614
nxOscSpeu1.1	X	12151925	12160958	2821	16723_t	IPR010285, IPR025476, IPR027417	DNA helicase Pif1-like, Helitron helicase-like domain, P-loop containing nucleoside triphosphate hydrolase	Y18H1A.6c	Y18H1A.6c	NA	571	16	24.911	4.75e-11	68.6
oscheius_tipulae.PRJNA644888	I	11	10509	3306	Oti_645_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	I	10783	15571	803	Oti_646_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	I	15845	18082	606	Oti_647_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	I	19965	20759	213	Oti_648_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	I	21578	24786	913	Oti_649_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	I	8862090	8864582	536	Oti_6989_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	I	8865818	8869186	988	Oti_6990_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	I	8869302	8870733	423	Oti_6991_t	IPR025476	Helitron helicase-like domain	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	I	8870914	8879776	2386	Oti_6992_t	IPR010285, IPR027417	DNA helicase Pif1-like, P-loop containing nucleoside triphosphate hydrolase	Y18H1A.6b	Y18H1A.6b	NA	394	13	30.657	9.21e-12	69.7
oscheius_tipulae.PRJNA644888	I	8879955	8882470	214	Oti_6993_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	I	8882880	8883539	176	Oti_6994_t	IPR001841, IPR017907	Zinc finger RING-type, Zinc finger RING-type, conserved site	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	I	8885163	8916579	10018	Oti_6995_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	II	12	19614	5915	Oti_13347_t	IPR025476	Helitron helicase-like domain	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	II	23604	25030	212	Oti_13349_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	II	8999378	9000324	203	Oti_13342_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	II	9000517	9001602	290	Oti_13343_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	II	9002082	9003445	164	Oti_13344_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	II	9003992	9005076	194	Oti_13345_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	II	9006222	9029963	6972	Oti_13346_t	IPR013087	Zinc finger C2H2-type	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	III	26	12296	3812	Oti_6996_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	III	13313	15595	341	Oti_6997_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	III	9596524	9598395	305	Oti_3352_t	IPR010285, IPR027417	DNA helicase Pif1-like, P-loop containing nucleoside triphosphate hydrolase	F11C3.1	F11C3.1		431	58	29.891	5.58e-6	47.8
oscheius_tipulae.PRJNA644888	III	9600230	9601289	191	Oti_3353_t	IPR001214	SET domain	set-16	T12D8.1	set-16 encodes an H3K methyltransferases of the SET1/mixed lineage leukaemia (MLL) family; SET-16 regulates levels of H3K4 trimethylation in vivo and the SET-16 SET domain has H3K4 monomethylase activity in vitro; set-16 is an essential gene and also plays a role in attenuating Ras-mediated signaling during vulval development, by regulating expression of ajm-1, which encodes a component of cellular junctions; a set-16::GFP reporter fusion is expressed at high levels in the non-vulval descendants of the vulval precursor cells and at lower levels in the vulval cells themselves.	2475	12	69.565	6.44e-4	40
oscheius_tipulae.PRJNA644888	III	9601986	9602734	171	Oti_3354_t	"NA"	"NA"	mccc-2	F02A9.10		608	51	36.937	3.47e-12	63.5
oscheius_tipulae.PRJNA644888	III	9604630	9605271	146	Oti_3355_t	IPR013763, IPR036915, IPR004367, IPR006671	Cyclin-like, Cyclin-like superfamily, Cyclin C-terminal domain, Cyclin N-terminal	cya-1	ZK507.6	cya-1 encodes an A-type cyclin; loss of cya-1 via RNAi results in sterility but no defects in embryonic cell divisions, or embryonic lethality, is observed; CYA-1 is predicted to be a substrate of germ-line MPK-1/ERK activity that functions to regulate oocyte organization and differentiation.	485	95	26.263	5.54e-15	70.9
oscheius_tipulae.PRJNA644888	III	9606395	9607438	185	Oti_3356_t	"NA"	"NA"	C48B4.4a	C48B4.4a	NA	1689	72	25.926	5.39e-7	48.9
oscheius_tipulae.PRJNA644888	III	9607641	9609232	331	Oti_3357_t	"NA"	"NA"	abt-5	Y53C10A.9	abt-5 encodes a predicted ATP-binding cassette (ABC) transporter that is a member of the ABCA subfamily of transport proteins; ABT-5 is predicted to function as a transmembrane protein that couples energy to transport of various molecules across membranes, but as loss of abt-5 activity via RNAi results in no obvious defects, the precise role of abt-5 in C. elegans development and/or behavior is not yet known; abt-5 promoter-gfp fusion proteins are expressed in larvae and adults in the intestine and in unidentified cells in the head.	1582	9	54.839	1.94e-4	43.5
oscheius_tipulae.PRJNA644888	III	9609468	9613554	967	Oti_3358_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	III	9615191	9617242	553	Oti_3359_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	III	9617516	9620528	792	Oti_3360_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	III	9620635	9635438	4554	Oti_3361_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	IV	3314	7493	611	Oti_9688_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	IV	8311	10456	232	Oti_9689_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	IV	10638	24616	3895	Oti_9690_t	IPR010285, IPR025476, IPR027417	DNA helicase Pif1-like, Helitron helicase-like domain, P-loop containing nucleoside triphosphate hydrolase	Y18H1A.6b	Y18H1A.6b	NA	394	8	30.657	1.71e-11	69.7
oscheius_tipulae.PRJNA644888	IV	27340	27943	135	Oti_9691_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	IV	28126	28918	197	Oti_9692_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	IV	33960	35815	285	Oti_9694_t	IPR018957, IPR017907, IPR013083	Zinc finger C3HC4 RING-type, Zinc finger RING-type, conserved site, Zinc finger RING/FYVE/PHD-type	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	IV	36231	38355	162	Oti_9695_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	IV	11180545	11184969	564	Oti_15045_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	V	12	21100	5799	Oti_15046_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	V	22526	24123	269	Oti_15047_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	V	24381	25933	216	Oti_15048_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	V	27420	29021	248	Oti_15049_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	V	29279	30410	209	Oti_15050_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	V	10779087	10786256	1136	Oti_639_t	IPR008979, IPR012919	Galactose-binding-like domain superfamily, SUN domain	suco-1	R12E2.2		802	43	35.028	5.35e-68	245
oscheius_tipulae.PRJNA644888	V	10787657	10789710	542	Oti_640_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	V	10789984	10792240	521	Oti_641_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	V	10793649	10807291	3838	Oti_642_t	IPR010285, IPR025476, IPR027417	DNA helicase Pif1-like, Helitron helicase-like domain, P-loop containing nucleoside triphosphate hydrolase	Y18H1A.6b	Y18H1A.6b	NA	394	8	30.657	1.63e-11	69.7
oscheius_tipulae.PRJNA644888	V	10807357	10809889	305	Oti_643_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	V	10810297	10817465	1360	Oti_644_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	14	7080	2082	Oti_11134_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	12503	14207	451	Oti_11135_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	14466	16835	574	Oti_11136_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	17355	19341	383	Oti_11137_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	19580	20753	296	Oti_11138_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	22228	25562	883	Oti_11140_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	25836	28073	605	Oti_11141_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	34077	35782	451	Oti_11142_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	36041	38410	574	Oti_11143_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	38931	40918	383	Oti_11144_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	41157	42330	296	Oti_11145_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	43802	47137	884	Oti_11147_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	47411	49649	605	Oti_11148_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11176631	11178046	351	Oti_3662_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11178579	11179595	338	Oti_3663_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11179647	11182142	718	Oti_3664_t	IPR008042	Retrotransposon Pao	Y20F4.8	Y20F4.8		345	8	33.333	0.001	42
oscheius_tipulae.PRJNA644888	X	11184684	11185703	339	Oti_3666_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11185890	11187188	403	Oti_3667_t	IPR005312	Protein of unknown function DUF1759	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11187923	11189023	302	Oti_3668_t	IPR010285, IPR027417	DNA helicase Pif1-like, P-loop containing nucleoside triphosphate hydrolase	Y18H1A.6b	Y18H1A.6b	NA	394	94	29.47	2.63e-16	78.6
oscheius_tipulae.PRJNA644888	X	11189048	11189410	120	Oti_3669_t	IPR010285, IPR027417	DNA helicase Pif1-like, P-loop containing nucleoside triphosphate hydrolase	eri-7	C41D11.7		625	43	41.176	5.3e-5	41.2
oscheius_tipulae.PRJNA644888	X	11189472	11192409	867	Oti_3670_t	IPR025476	Helitron helicase-like domain	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11193938	11200003	328	Oti_3671_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11200376	11202440	606	Oti_3672_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11202684	11204324	403	Oti_3673_t	IPR009057, IPR036388	Homeobox-like domain superfamily, Winged helix-like DNA-binding domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11204439	11205465	317	Oti_3674_t	IPR009057, IPR036388	Homeobox-like domain superfamily, Winged helix-like DNA-binding domain superfamily	pax-3	F27E5.2	pax-3 encodes a divergent paired-like homeodomain protein that does not belong to the Q50, K50, or S50 classes; PAX-3 is required for locomotion and vulval development; pax-3(RNAi) animals have consistent Pvl and Unc phenotypes (as well as less consistent Bmd, Rup, and Stp phenotypes).	308	23	28.378	8.88e-4	40.4
oscheius_tipulae.PRJNA644888	X	11205535	11206454	278	Oti_3675_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11212227	11212695	121	Oti_3677_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11213784	11215219	396	Oti_3678_t	IPR014876	DEK C-terminal	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11215702	11216135	119	Oti_3679_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11216800	11219599	280	Oti_3680_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11223133	11224516	141	Oti_3681_t	"NA"	"NA"	C34G6.4d	C34G6.4d	NA	1265	28	48.78	0.005	36.2
oscheius_tipulae.PRJNA644888	X	11229669	11233428	341	Oti_3682_t	IPR002123	Phospholipid/glycerol acyltransferase	acl-1	F59F4.4	acl-1 encodes a glycerol-3-phosphate acyltransferase; ACL-1 is predicted to be a membrane protein that plays a role in phospholipid biosynthesis; acl-1 expression decreases gradually throughout aging.	262	23	66.25	6.39e-30	115
oscheius_tipulae.PRJNA644888	X	11235764	11239628	502	Oti_3683_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11240577	11241218	187	Oti_3684_t	IPR003840, IPR027417	DNA helicase, P-loop containing nucleoside triphosphate hydrolase	Y18H1A.6b	Y18H1A.6b	NA	394	48	36.667	1.04e-11	62.4
oscheius_tipulae.PRJNA644888	X	11241966	11245703	535	Oti_3685_t	IPR003616, IPR001214	Post-SET domain, SET domain	C26E6.9b	C26E6.9b	NA	739	42	40.833	1.14e-42	162
oscheius_tipulae.PRJNA644888	X	11248881	11249801	258	Oti_3686_t	IPR009057, IPR025246, IPR036388	Homeobox-like domain superfamily, Transposase IS30-like HTH domain, Winged helix-like DNA-binding domain superfamily	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11250367	11251421	310	Oti_3687_t	IPR038717	Tc1-like transposase DDE domain	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11252314	11254026	239	Oti_3688_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11254149	11258197	452	Oti_3689_t	IPR003439, IPR027417, IPR014816	ABC transporter-like, P-loop containing nucleoside triphosphate hydrolase, tRNA (1-methyladenosine) methyltransferase catalytic subunit Gcd14	W02A11.1	W02A11.1		312	14	53.846	3.64e-12	67
oscheius_tipulae.PRJNA644888	X	11258389	11259748	256	Oti_3690_t	"NA"	"NA"	NA	NA	NA	NA	NA	NA	NA	NA
oscheius_tipulae.PRJNA644888	X	11259809	11261282	184	Oti_3691_t	IPR034733, IPR029045	Acetyl-CoA carboxylase, ClpP/crotonase-like domain superfamily	mccc-2	F02A9.10		608	50	51.087	4.45e-21	89.7
