seqnames	ID	assembly	Sequence	tID	gshortIds	newgID
nxOscSper1.1_II	ID=g1.t1;Parent=g1;gene_id=g1;transcript_id=g1.t1	nxOscSper1.1	II	g1.t1	OspDF	OspDF_g1.t1
nxOscSper1.1_II	ID=g2.t1;Parent=g2;gene_id=g2;transcript_id=g2.t1	nxOscSper1.1	II	g2.t1	OspDF	OspDF_g2.t1
nxOscSper1.1_II	ID=g3.t1;Parent=g3;gene_id=g3;transcript_id=g3.t1	nxOscSper1.1	II	g3.t1	OspDF	OspDF_g3.t1
nxOscSper1.1_II	ID=g4.t1;Parent=g4;gene_id=g4;transcript_id=g4.t1	nxOscSper1.1	II	g4.t1	OspDF	OspDF_g4.t1
nxOscSper1.1_II	ID=g5.t1;Parent=g5;gene_id=g5;transcript_id=g5.t1	nxOscSper1.1	II	g5.t1	OspDF	OspDF_g5.t1
nxOscSper1.1_II	ID=g6.t1;Parent=g6;gene_id=g6;transcript_id=g6.t1	nxOscSper1.1	II	g6.t1	OspDF	OspDF_g6.t1
nxOscSper1.1_II	ID=g7.t1;Parent=g7;gene_id=g7;transcript_id=g7.t1	nxOscSper1.1	II	g7.t1	OspDF	OspDF_g7.t1
nxOscSper1.1_II	ID=g8.t1;Parent=g8;gene_id=g8;transcript_id=g8.t1	nxOscSper1.1	II	g8.t1	OspDF	OspDF_g8.t1
nxOscSper1.1_II	ID=g9.t1;Parent=g9;gene_id=g9;transcript_id=g9.t1	nxOscSper1.1	II	g9.t1	OspDF	OspDF_g9.t1
nxOscSper1.1_II	ID=g10.t1;Parent=g10;gene_id=g10;transcript_id=g10.t1	nxOscSper1.1	II	g10.t1	OspDF	OspDF_g10.t1
nxOscSper1.1_II	ID=g11.t1;Parent=g11;gene_id=g11;transcript_id=g11.t1	nxOscSper1.1	II	g11.t1	OspDF	OspDF_g11.t1
nxOscSper1.1_II	ID=g12.t1;Parent=g12;gene_id=g12;transcript_id=g12.t1	nxOscSper1.1	II	g12.t1	OspDF	OspDF_g12.t1
nxOscSper1.1_II	ID=g13.t1;Parent=g13;gene_id=g13;transcript_id=g13.t1	nxOscSper1.1	II	g13.t1	OspDF	OspDF_g13.t1
nxOscSper1.1_II	ID=g14.t1;Parent=g14;gene_id=g14;transcript_id=g14.t1	nxOscSper1.1	II	g14.t1	OspDF	OspDF_g14.t1
nxOscSper1.1_II	ID=g15.t1;Parent=g15;gene_id=g15;transcript_id=g15.t1	nxOscSper1.1	II	g15.t1	OspDF	OspDF_g15.t1
nxOscSper1.1_V	ID=g9712.t1;Parent=g9712;gene_id=g9712;transcript_id=g9712.t1	nxOscSper1.1	V	g9712.t1	OspDF	OspDF_g9712.t1
nxOscSper1.1_V	ID=g9713.t1;Parent=g9713;gene_id=g9713;transcript_id=g9713.t1	nxOscSper1.1	V	g9713.t1	OspDF	OspDF_g9713.t1
nxOscSper1.1_V	ID=g9714.t1;Parent=g9714;gene_id=g9714;transcript_id=g9714.t1	nxOscSper1.1	V	g9714.t1	OspDF	OspDF_g9714.t1
nxOscSper1.1_V	ID=g9715.t1;Parent=g9715;gene_id=g9715;transcript_id=g9715.t1	nxOscSper1.1	V	g9715.t1	OspDF	OspDF_g9715.t1
nxOscSper1.1_V	ID=g9716.t1;Parent=g9716;gene_id=g9716;transcript_id=g9716.t1	nxOscSper1.1	V	g9716.t1	OspDF	OspDF_g9716.t1
nxOscSper1.1_V	ID=g9717.t1;Parent=g9717;gene_id=g9717;transcript_id=g9717.t1	nxOscSper1.1	V	g9717.t1	OspDF	OspDF_g9717.t1
nxOscSper1.1_V	ID=g9718.t1;Parent=g9718;gene_id=g9718;transcript_id=g9718.t1	nxOscSper1.1	V	g9718.t1	OspDF	OspDF_g9718.t1
nxOscSper1.1_V	ID=g9719.t1;Parent=g9719;gene_id=g9719;transcript_id=g9719.t1	nxOscSper1.1	V	g9719.t1	OspDF	OspDF_g9719.t1
nxOscSper1.1_V	ID=g11683.t1;Parent=g11683;gene_id=g11683;transcript_id=g11683.t1	nxOscSper1.1	V	g11683.t1	OspDF	OspDF_g11683.t1
nxOscSper1.1_III	ID=g2431.t1;Parent=g2431;gene_id=g2431;transcript_id=g2431.t1	nxOscSper1.1	III	g2431.t1	OspDF	OspDF_g2431.t1
nxOscSper1.1_III	ID=g2432.t1;Parent=g2432;gene_id=g2432;transcript_id=g2432.t1	nxOscSper1.1	III	g2432.t1	OspDF	OspDF_g2432.t1
nxOscSper1.1_III	ID=g2433.t1;Parent=g2433;gene_id=g2433;transcript_id=g2433.t1	nxOscSper1.1	III	g2433.t1	OspDF	OspDF_g2433.t1
nxOscSper1.1_III	ID=g2434.t1;Parent=g2434;gene_id=g2434;transcript_id=g2434.t1	nxOscSper1.1	III	g2434.t1	OspDF	OspDF_g2434.t1
nxOscSper1.1_III	ID=g4595.t1;Parent=g4595;gene_id=g4595;transcript_id=g4595.t1	nxOscSper1.1	III	g4595.t1	OspDF	OspDF_g4595.t1
nxOscSper1.1_III	ID=g4596.t1;Parent=g4596;gene_id=g4596;transcript_id=g4596.t1	nxOscSper1.1	III	g4596.t1	OspDF	OspDF_g4596.t1
nxOscSper1.1_III	ID=g4597.t2;Parent=g4597;gene_id=g4597;transcript_id=g4597.t1	nxOscSper1.1	III	g4597.t2	OspDF	OspDF_g4597.t2
nxOscSper1.1_III	ID=g4598.t1;Parent=g4598;gene_id=g4598;transcript_id=g4598.t1	nxOscSper1.1	III	g4598.t1	OspDF	OspDF_g4598.t1
nxOscSper1.1_III	ID=g4599.t1;Parent=g4599;gene_id=g4599;transcript_id=g4599.t1	nxOscSper1.1	III	g4599.t1	OspDF	OspDF_g4599.t1
nxOscSper1.1_III	ID=g4600.t1;Parent=g4600;gene_id=g4600;transcript_id=g4600.t1	nxOscSper1.1	III	g4600.t1	OspDF	OspDF_g4600.t1
nxOscSpeu1.1_I	ID=948_t;Parent=948_g;gene_id=948_g;transcript_id=948_t	nxOscSpeu1.1	I	948_t	OspJU	OspJU_948_t
nxOscSpeu1.1_I	ID=949_t;Parent=949_g;gene_id=949_g;transcript_id=949_t	nxOscSpeu1.1	I	949_t	OspJU	OspJU_949_t
nxOscSpeu1.1_I	ID=950_t;Parent=950_g;gene_id=950_g;transcript_id=950_t	nxOscSpeu1.1	I	950_t	OspJU	OspJU_950_t
nxOscSpeu1.1_I	ID=951_t;Parent=951_g;gene_id=951_g;transcript_id=951_t	nxOscSpeu1.1	I	951_t	OspJU	OspJU_951_t
nxOscSpeu1.1_I	ID=2885_t;Parent=2885_g;gene_id=2885_g;transcript_id=2885_t	nxOscSpeu1.1	I	2885_t	OspJU	OspJU_2885_t
nxOscSpeu1.1_V	ID=11849_t;Parent=11849_g;gene_id=11849_g;transcript_id=11849_t	nxOscSpeu1.1	V	11849_t	OspJU	OspJU_11849_t
nxOscSpeu1.1_V	ID=11850_t;Parent=11850_g;gene_id=11850_g;transcript_id=11850_t	nxOscSpeu1.1	V	11850_t	OspJU	OspJU_11850_t
nxOscSpeu1.1_V	ID=11851_t;Parent=11851_g;gene_id=11851_g;transcript_id=11851_t	nxOscSpeu1.1	V	11851_t	OspJU	OspJU_11851_t
nxOscSpeu1.1_V	ID=11852_t;Parent=11852_g;gene_id=11852_g;transcript_id=11852_t	nxOscSpeu1.1	V	11852_t	OspJU	OspJU_11852_t
nxOscSpeu1.1_V	ID=11853_t;Parent=11853_g;gene_id=11853_g;transcript_id=11853_t	nxOscSpeu1.1	V	11853_t	OspJU	OspJU_11853_t
nxOscSpeu1.1_V	ID=11854_t;Parent=11854_g;gene_id=11854_g;transcript_id=11854_t	nxOscSpeu1.1	V	11854_t	OspJU	OspJU_11854_t
nxOscSpeu1.1_V	ID=11855_t;Parent=11855_g;gene_id=11855_g;transcript_id=11855_t	nxOscSpeu1.1	V	11855_t	OspJU	OspJU_11855_t
nxOscSpeu1.1_V	ID=11856_t;Parent=11856_g;gene_id=11856_g;transcript_id=11856_t	nxOscSpeu1.1	V	11856_t	OspJU	OspJU_11856_t
nxOscSpeu1.1_V	ID=11857_t;Parent=11857_g;gene_id=11857_g;transcript_id=11857_t	nxOscSpeu1.1	V	11857_t	OspJU	OspJU_11857_t
nxOscSpeu1.1_V	ID=11858_t;Parent=11858_g;gene_id=11858_g;transcript_id=11858_t	nxOscSpeu1.1	V	11858_t	OspJU	OspJU_11858_t
nxOscSpeu1.1_V	ID=11859_t;Parent=11859_g;gene_id=11859_g;transcript_id=11859_t	nxOscSpeu1.1	V	11859_t	OspJU	OspJU_11859_t
nxOscSpeu1.1_V	ID=11860_t;Parent=11860_g;gene_id=11860_g;transcript_id=11860_t	nxOscSpeu1.1	V	11860_t	OspJU	OspJU_11860_t
nxOscSpeu1.1_V	ID=11861_t;Parent=11861_g;gene_id=11861_g;transcript_id=11861_t	nxOscSpeu1.1	V	11861_t	OspJU	OspJU_11861_t
nxOscSpeu1.1_V	ID=11862_t;Parent=11862_g;gene_id=11862_g;transcript_id=11862_t	nxOscSpeu1.1	V	11862_t	OspJU	OspJU_11862_t
nxOscSpeu1.1_V	ID=13286_t;Parent=13286_g;gene_id=13286_g;transcript_id=13286_t	nxOscSpeu1.1	V	13286_t	OspJU	OspJU_13286_t
nxOscSpeu1.1_V	ID=15002_t;Parent=15002_g;gene_id=15002_g;transcript_id=15002_t	nxOscSpeu1.1	V	15002_t	OspJU	OspJU_15002_t
nxOscSpeu1.1_V	ID=15003_t;Parent=15003_g;gene_id=15003_g;transcript_id=15003_t	nxOscSpeu1.1	V	15003_t	OspJU	OspJU_15003_t
nxOscSpeu1.1_V	ID=15004_t;Parent=15004_g;gene_id=15004_g;transcript_id=15004_t	nxOscSpeu1.1	V	15004_t	OspJU	OspJU_15004_t
nxOscSpeu1.1_V	ID=15005_t;Parent=15005_g;gene_id=15005_g;transcript_id=15005_t	nxOscSpeu1.1	V	15005_t	OspJU	OspJU_15005_t
nxOscSpeu1.1_V	ID=15006_t;Parent=15006_g;gene_id=15006_g;transcript_id=15006_t	nxOscSpeu1.1	V	15006_t	OspJU	OspJU_15006_t
nxOscSpeu1.1_V	ID=15007_t;Parent=15007_g;gene_id=15007_g;transcript_id=15007_t	nxOscSpeu1.1	V	15007_t	OspJU	OspJU_15007_t
nxOscSpeu1.1_V	ID=15008_t;Parent=15008_g;gene_id=15008_g;transcript_id=15008_t	nxOscSpeu1.1	V	15008_t	OspJU	OspJU_15008_t
nxOscSpeu1.1_V	ID=15009_t;Parent=15009_g;gene_id=15009_g;transcript_id=15009_t	nxOscSpeu1.1	V	15009_t	OspJU	OspJU_15009_t
nxOscSpeu1.1_III	ID=5801_t;Parent=5801_g;gene_id=5801_g;transcript_id=5801_t	nxOscSpeu1.1	III	5801_t	OspJU	OspJU_5801_t
nxOscSpeu1.1_III	ID=5802_t;Parent=5802_g;gene_id=5802_g;transcript_id=5802_t	nxOscSpeu1.1	III	5802_t	OspJU	OspJU_5802_t
nxOscSpeu1.1_III	ID=8761_t;Parent=8761_g;gene_id=8761_g;transcript_id=8761_t	nxOscSpeu1.1	III	8761_t	OspJU	OspJU_8761_t
nxOscSpeu1.1_III	ID=8762_t;Parent=8762_g;gene_id=8762_g;transcript_id=8762_t	nxOscSpeu1.1	III	8762_t	OspJU	OspJU_8762_t
nxOscSpeu1.1_III	ID=8763_t;Parent=8763_g;gene_id=8763_g;transcript_id=8763_t	nxOscSpeu1.1	III	8763_t	OspJU	OspJU_8763_t
nxOscSpeu1.1_III	ID=8764_t;Parent=8764_g;gene_id=8764_g;transcript_id=8764_t	nxOscSpeu1.1	III	8764_t	OspJU	OspJU_8764_t
nxOscSpeu1.1_II	ID=2886_t;Parent=2886_g;gene_id=2886_g;transcript_id=2886_t	nxOscSpeu1.1	II	2886_t	OspJU	OspJU_2886_t
nxOscSpeu1.1_II	ID=2887_t;Parent=2887_g;gene_id=2887_g;transcript_id=2887_t	nxOscSpeu1.1	II	2887_t	OspJU	OspJU_2887_t
nxOscSpeu1.1_II	ID=4943_t;Parent=4943_g;gene_id=4943_g;transcript_id=4943_t	nxOscSpeu1.1	II	4943_t	OspJU	OspJU_4943_t
nxOscSpeu1.1_II	ID=4944_t;Parent=4944_g;gene_id=4944_g;transcript_id=4944_t	nxOscSpeu1.1	II	4944_t	OspJU	OspJU_4944_t
nxOscSpeu1.1_II	ID=4945_t;Parent=4945_g;gene_id=4945_g;transcript_id=4945_t	nxOscSpeu1.1	II	4945_t	OspJU	OspJU_4945_t
nxOscSpeu1.1_II	ID=4946_t;Parent=4946_g;gene_id=4946_g;transcript_id=4946_t	nxOscSpeu1.1	II	4946_t	OspJU	OspJU_4946_t
nxOscSpeu1.1_II	ID=4947_t;Parent=4947_g;gene_id=4947_g;transcript_id=4947_t	nxOscSpeu1.1	II	4947_t	OspJU	OspJU_4947_t
nxOscSpeu1.1_II	ID=4948_t;Parent=4948_g;gene_id=4948_g;transcript_id=4948_t	nxOscSpeu1.1	II	4948_t	OspJU	OspJU_4948_t
nxOscSpeu1.1_II	ID=4949_t;Parent=4949_g;gene_id=4949_g;transcript_id=4949_t	nxOscSpeu1.1	II	4949_t	OspJU	OspJU_4949_t
nxOscSpeu1.1_II	ID=4950_t;Parent=4950_g;gene_id=4950_g;transcript_id=4950_t	nxOscSpeu1.1	II	4950_t	OspJU	OspJU_4950_t
nxOscSpeu1.1_II	ID=4951_t;Parent=4951_g;gene_id=4951_g;transcript_id=4951_t	nxOscSpeu1.1	II	4951_t	OspJU	OspJU_4951_t
nxOscSpeu1.1_II	ID=4952_t;Parent=4952_g;gene_id=4952_g;transcript_id=4952_t	nxOscSpeu1.1	II	4952_t	OspJU	OspJU_4952_t
nxOscSpeu1.1_II	ID=4953_t;Parent=4953_g;gene_id=4953_g;transcript_id=4953_t	nxOscSpeu1.1	II	4953_t	OspJU	OspJU_4953_t
nxOscSpeu1.1_II	ID=4954_t;Parent=4954_g;gene_id=4954_g;transcript_id=4954_t	nxOscSpeu1.1	II	4954_t	OspJU	OspJU_4954_t
nxOscSpeu1.1_II	ID=4955_t;Parent=4955_g;gene_id=4955_g;transcript_id=4955_t	nxOscSpeu1.1	II	4955_t	OspJU	OspJU_4955_t
nxOscSpeu1.1_II	ID=4956_t;Parent=4956_g;gene_id=4956_g;transcript_id=4956_t	nxOscSpeu1.1	II	4956_t	OspJU	OspJU_4956_t
nxOscSpeu1.1_II	ID=4957_t;Parent=4957_g;gene_id=4957_g;transcript_id=4957_t	nxOscSpeu1.1	II	4957_t	OspJU	OspJU_4957_t
nxOscSpeu1.1_II	ID=4958_t;Parent=4958_g;gene_id=4958_g;transcript_id=4958_t	nxOscSpeu1.1	II	4958_t	OspJU	OspJU_4958_t
nxOscSpeu1.1_II	ID=4959_t;Parent=4959_g;gene_id=4959_g;transcript_id=4959_t	nxOscSpeu1.1	II	4959_t	OspJU	OspJU_4959_t
nxOscSpeu1.1_II	ID=4960_t;Parent=4960_g;gene_id=4960_g;transcript_id=4960_t	nxOscSpeu1.1	II	4960_t	OspJU	OspJU_4960_t
nxOscSpeu1.1_II	ID=5800_t;Parent=5800_g;gene_id=5800_g;transcript_id=5800_t	nxOscSpeu1.1	II	5800_t	OspJU	OspJU_5800_t
nxOscSpeu1.1_IV	ID=9419_t;Parent=9419_g;gene_id=9419_g;transcript_id=9419_t	nxOscSpeu1.1	IV	9419_t	OspJU	OspJU_9419_t
nxOscSpeu1.1_IV	ID=9420_t;Parent=9420_g;gene_id=9420_g;transcript_id=9420_t	nxOscSpeu1.1	IV	9420_t	OspJU	OspJU_9420_t
nxOscSpeu1.1_IV	ID=9421_t;Parent=9421_g;gene_id=9421_g;transcript_id=9421_t	nxOscSpeu1.1	IV	9421_t	OspJU	OspJU_9421_t
nxOscSpeu1.1_IV	ID=9422_t;Parent=9422_g;gene_id=9422_g;transcript_id=9422_t	nxOscSpeu1.1	IV	9422_t	OspJU	OspJU_9422_t
nxOscSpeu1.1_IV	ID=9423_t;Parent=9423_g;gene_id=9423_g;transcript_id=9423_t	nxOscSpeu1.1	IV	9423_t	OspJU	OspJU_9423_t
nxOscSpeu1.1_IV	ID=9424_t;Parent=9424_g;gene_id=9424_g;transcript_id=9424_t	nxOscSpeu1.1	IV	9424_t	OspJU	OspJU_9424_t
nxOscSpeu1.1_IV	ID=9425_t;Parent=9425_g;gene_id=9425_g;transcript_id=9425_t	nxOscSpeu1.1	IV	9425_t	OspJU	OspJU_9425_t
nxOscSpeu1.1_IV	ID=9426_t;Parent=9426_g;gene_id=9426_g;transcript_id=9426_t	nxOscSpeu1.1	IV	9426_t	OspJU	OspJU_9426_t
nxOscSpeu1.1_IV	ID=9427_t;Parent=9427_g;gene_id=9427_g;transcript_id=9427_t	nxOscSpeu1.1	IV	9427_t	OspJU	OspJU_9427_t
nxOscSpeu1.1_IV	ID=9428_t;Parent=9428_g;gene_id=9428_g;transcript_id=9428_t	nxOscSpeu1.1	IV	9428_t	OspJU	OspJU_9428_t
nxOscSpeu1.1_IV	ID=9429_t;Parent=9429_g;gene_id=9429_g;transcript_id=9429_t	nxOscSpeu1.1	IV	9429_t	OspJU	OspJU_9429_t
nxOscSpeu1.1_IV	ID=9430_t;Parent=9430_g;gene_id=9430_g;transcript_id=9430_t	nxOscSpeu1.1	IV	9430_t	OspJU	OspJU_9430_t
nxOscSpeu1.1_IV	ID=9431_t;Parent=9431_g;gene_id=9431_g;transcript_id=9431_t	nxOscSpeu1.1	IV	9431_t	OspJU	OspJU_9431_t
nxOscSpeu1.1_IV	ID=9432_t;Parent=9432_g;gene_id=9432_g;transcript_id=9432_t	nxOscSpeu1.1	IV	9432_t	OspJU	OspJU_9432_t
nxOscSpeu1.1_IV	ID=9433_t;Parent=9433_g;gene_id=9433_g;transcript_id=9433_t	nxOscSpeu1.1	IV	9433_t	OspJU	OspJU_9433_t
nxOscSpeu1.1_IV	ID=9434_t;Parent=9434_g;gene_id=9434_g;transcript_id=9434_t	nxOscSpeu1.1	IV	9434_t	OspJU	OspJU_9434_t
nxOscSpeu1.1_IV	ID=9435_t;Parent=9435_g;gene_id=9435_g;transcript_id=9435_t	nxOscSpeu1.1	IV	9435_t	OspJU	OspJU_9435_t
nxOscSpeu1.1_IV	ID=9436_t;Parent=9436_g;gene_id=9436_g;transcript_id=9436_t	nxOscSpeu1.1	IV	9436_t	OspJU	OspJU_9436_t
nxOscSpeu1.1_IV	ID=9437_t;Parent=9437_g;gene_id=9437_g;transcript_id=9437_t	nxOscSpeu1.1	IV	9437_t	OspJU	OspJU_9437_t
nxOscSpeu1.1_IV	ID=11848_t;Parent=11848_g;gene_id=11848_g;transcript_id=11848_t	nxOscSpeu1.1	IV	11848_t	OspJU	OspJU_11848_t
nxOscSpeu1.1_X	ID=15010_t;Parent=15010_g;gene_id=15010_g;transcript_id=15010_t	nxOscSpeu1.1	X	15010_t	OspJU	OspJU_15010_t
nxOscSpeu1.1_X	ID=15382_t;Parent=15382_g;gene_id=15382_g;transcript_id=15382_t	nxOscSpeu1.1	X	15382_t	OspJU	OspJU_15382_t
nxOscSpeu1.1_X	ID=16715_t;Parent=16715_g;gene_id=16715_g;transcript_id=16715_t	nxOscSpeu1.1	X	16715_t	OspJU	OspJU_16715_t
nxOscSpeu1.1_X	ID=17052_t;Parent=17052_g;gene_id=17052_g;transcript_id=17052_t	nxOscSpeu1.1	X	17052_t	OspJU	OspJU_17052_t
nxOscSpeu1.1_X	ID=g20001.t1;Parent=g20001;gene_id=g20001;transcript_id=g20001.t1	nxOscSpeu1.1	X	g20001.t1	OspJU	OspJU_g20001.t1
nxOscTipu1.1_III	ID=g9796.t1;Parent=g9796;gene_id=g9796;transcript_id=g9796.t1	nxOscTipu1.1	III	g9796.t1	Otipu	Otipu_g9796.t1
nxOscTipu1.1_III	ID=g12555.t1;Parent=g12555;gene_id=g12555;transcript_id=g12555.t1	nxOscTipu1.1	III	g12555.t1	Otipu	Otipu_g12555.t1
nxOscTipu1.1_III	ID=g12556.t1;Parent=g12556;gene_id=g12556;transcript_id=g12556.t1	nxOscTipu1.1	III	g12556.t1	Otipu	Otipu_g12556.t1
nxOscTipu1.1_III	ID=g12557.t1;Parent=g12557;gene_id=g12557;transcript_id=g12557.t1	nxOscTipu1.1	III	g12557.t1	Otipu	Otipu_g12557.t1
nxOscTipu1.1_III	ID=g12558.t1;Parent=g12558;gene_id=g12558;transcript_id=g12558.t1	nxOscTipu1.1	III	g12558.t1	Otipu	Otipu_g12558.t1
nxOscTipu1.1_III	ID=g12559.t1;Parent=g12559;gene_id=g12559;transcript_id=g12559.t1	nxOscTipu1.1	III	g12559.t1	Otipu	Otipu_g12559.t1
nxOscTipu1.1_III	ID=g12560.t1;Parent=g12560;gene_id=g12560;transcript_id=g12560.t1	nxOscTipu1.1	III	g12560.t1	Otipu	Otipu_g12560.t1
nxOscTipu1.1_I	ID=g1.t1;Parent=g1;gene_id=g1;transcript_id=g1.t1	nxOscTipu1.1	I	g1.t1	Otipu	Otipu_g1.t1
nxOscTipu1.1_I	ID=g2.t1;Parent=g2;gene_id=g2;transcript_id=g2.t1	nxOscTipu1.1	I	g2.t1	Otipu	Otipu_g2.t1
nxOscTipu1.1_I	ID=g3.t1;Parent=g3;gene_id=g3;transcript_id=g3.t1	nxOscTipu1.1	I	g3.t1	Otipu	Otipu_g3.t1
nxOscTipu1.1_I	ID=g2545.t1;Parent=g2545;gene_id=g2545;transcript_id=g2545.t1	nxOscTipu1.1	I	g2545.t1	Otipu	Otipu_g2545.t1
nxOscTipu1.1_I	ID=g20001.t1;Parent=g20001;gene_id=g20001;transcript_id=g20001.t1	nxOscTipu1.1	I	g20001.t1	Otipu	Otipu_g20001.t1
nxOscTipu1.1_V	ID=g7324.t1;Parent=g7324;gene_id=g7324;transcript_id=g7324.t1	nxOscTipu1.1	V	g7324.t1	Otipu	Otipu_g7324.t1
nxOscTipu1.1_V	ID=g7325.t1;Parent=g7325;gene_id=g7325;transcript_id=g7325.t1	nxOscTipu1.1	V	g7325.t1	Otipu	Otipu_g7325.t1
nxOscTipu1.1_V	ID=g7326.t1;Parent=g7326;gene_id=g7326;transcript_id=g7326.t1	nxOscTipu1.1	V	g7326.t1	Otipu	Otipu_g7326.t1
nxOscTipu1.1_V	ID=g7327.t1;Parent=g7327;gene_id=g7327;transcript_id=g7327.t1	nxOscTipu1.1	V	g7327.t1	Otipu	Otipu_g7327.t1
nxOscTipu1.1_V	ID=g7328.t1;Parent=g7328;gene_id=g7328;transcript_id=g7328.t1	nxOscTipu1.1	V	g7328.t1	Otipu	Otipu_g7328.t1
nxOscTipu1.1_V	ID=g9793.t1;Parent=g9793;gene_id=g9793;transcript_id=g9793.t1	nxOscTipu1.1	V	g9793.t1	Otipu	Otipu_g9793.t1
nxOscTipu1.1_V	ID=g20004.t1;Parent=g20004;gene_id=g20004;transcript_id=g20004.t1	nxOscTipu1.1	V	g20004.t1	Otipu	Otipu_g20004.t1
nxOscTipu1.1_V	ID=g9795.t1;Parent=g9795;gene_id=g9795;transcript_id=g9795.t1	nxOscTipu1.1	V	g9795.t1	Otipu	Otipu_g9795.t1
nxOscTipu1.1_II	ID=g2548.t2;Parent=g2548;gene_id=g2548;transcript_id=g2548.t1	nxOscTipu1.1	II	g2548.t2	Otipu	Otipu_g2548.t2
nxOscTipu1.1_II	ID=g2549.t1;Parent=g2549;gene_id=g2549;transcript_id=g2549.t1	nxOscTipu1.1	II	g2549.t1	Otipu	Otipu_g2549.t1
nxOscTipu1.1_II	ID=g2550.t1;Parent=g2550;gene_id=g2550;transcript_id=g2550.t1	nxOscTipu1.1	II	g2550.t1	Otipu	Otipu_g2550.t1
nxOscTipu1.1_II	ID=g4914.t1;Parent=g4914;gene_id=g4914;transcript_id=g4914.t1	nxOscTipu1.1	II	g4914.t1	Otipu	Otipu_g4914.t1
nxOscTipu1.1_II	ID=g4915.t1;Parent=g4915;gene_id=g4915;transcript_id=g4915.t1	nxOscTipu1.1	II	g4915.t1	Otipu	Otipu_g4915.t1
nxOscTipu1.1_II	ID=g4916.t1;Parent=g4916;gene_id=g4916;transcript_id=g4916.t1	nxOscTipu1.1	II	g4916.t1	Otipu	Otipu_g4916.t1
nxOscTipu1.1_II	ID=g4917.t1;Parent=g4917;gene_id=g4917;transcript_id=g4917.t1	nxOscTipu1.1	II	g4917.t1	Otipu	Otipu_g4917.t1
nxOscTipu1.1_X	ID=g4918.t1;Parent=g4918;gene_id=g4918;transcript_id=g4918.t1	nxOscTipu1.1	X	g4918.t1	Otipu	Otipu_g4918.t1
nxOscTipu1.1_X	ID=g4919.t1;Parent=g4919;gene_id=g4919;transcript_id=g4919.t1	nxOscTipu1.1	X	g4919.t1	Otipu	Otipu_g4919.t1
nxOscTipu1.1_X	ID=g4920.t1;Parent=g4920;gene_id=g4920;transcript_id=g4920.t1	nxOscTipu1.1	X	g4920.t1	Otipu	Otipu_g4920.t1
nxOscTipu1.1_X	ID=g4921.t1;Parent=g4921;gene_id=g4921;transcript_id=g4921.t1	nxOscTipu1.1	X	g4921.t1	Otipu	Otipu_g4921.t1
nxOscTipu1.1_X	ID=g4922.t1;Parent=g4922;gene_id=g4922;transcript_id=g4922.t1	nxOscTipu1.1	X	g4922.t1	Otipu	Otipu_g4922.t1
nxOscTipu1.1_X	ID=g4923.t1;Parent=g4923;gene_id=g4923;transcript_id=g4923.t1	nxOscTipu1.1	X	g4923.t1	Otipu	Otipu_g4923.t1
nxOscTipu1.1_X	ID=g4924.t1;Parent=g4924;gene_id=g4924;transcript_id=g4924.t1	nxOscTipu1.1	X	g4924.t1	Otipu	Otipu_g4924.t1
nxOscTipu1.1_X	ID=g4925.t1;Parent=g4925;gene_id=g4925;transcript_id=g4925.t1	nxOscTipu1.1	X	g4925.t1	Otipu	Otipu_g4925.t1
nxOscTipu1.1_X	ID=g4926.t1;Parent=g4926;gene_id=g4926;transcript_id=g4926.t1	nxOscTipu1.1	X	g4926.t1	Otipu	Otipu_g4926.t1
nxOscTipu1.1_X	ID=g4927.t1;Parent=g4927;gene_id=g4927;transcript_id=g4927.t1	nxOscTipu1.1	X	g4927.t1	Otipu	Otipu_g4927.t1
nxOscTipu1.1_X	ID=g4928.t1;Parent=g4928;gene_id=g4928;transcript_id=g4928.t1	nxOscTipu1.1	X	g4928.t1	Otipu	Otipu_g4928.t1
nxOscTipu1.1_X	ID=g4929.t1;Parent=g4929;gene_id=g4929;transcript_id=g4929.t1	nxOscTipu1.1	X	g4929.t1	Otipu	Otipu_g4929.t1
nxOscTipu1.1_X	ID=g4930.t1;Parent=g4930;gene_id=g4930;transcript_id=g4930.t1	nxOscTipu1.1	X	g4930.t1	Otipu	Otipu_g4930.t1
nxOscTipu1.1_X	ID=g4931.t1;Parent=g4931;gene_id=g4931;transcript_id=g4931.t1	nxOscTipu1.1	X	g4931.t1	Otipu	Otipu_g4931.t1
nxOscTipu1.1_X	ID=g4932.t1;Parent=g4932;gene_id=g4932;transcript_id=g4932.t1	nxOscTipu1.1	X	g4932.t1	Otipu	Otipu_g4932.t1
nxOscTipu1.1_X	ID=g4933.t1;Parent=g4933;gene_id=g4933;transcript_id=g4933.t1	nxOscTipu1.1	X	g4933.t1	Otipu	Otipu_g4933.t1
nxOscTipu1.1_X	ID=g7285.t1;Parent=g7285;gene_id=g7285;transcript_id=g7285.t1	nxOscTipu1.1	X	g7285.t1	Otipu	Otipu_g7285.t1
nxOscTipu1.1_X	ID=g7286.t1;Parent=g7286;gene_id=g7286;transcript_id=g7286.t1	nxOscTipu1.1	X	g7286.t1	Otipu	Otipu_g7286.t1
nxOscTipu1.1_X	ID=g7287.t2;Parent=g7287;gene_id=g7287;transcript_id=g7287.t1	nxOscTipu1.1	X	g7287.t2	Otipu	Otipu_g7287.t2
