Orthogroup	caenorhabditis_elegans.PRJNA13758	nxOscDolc1.1	nxOscOnir1.2	nxOscSper1.1	nxOscSpeu1.1	nxOscTipu1.1
OG0016723	T05C1.5.1					
OG0016724	T05E7.5.1					
OG0016725	T05H4.11a.2					
OG0016726	T06A4.2.1					
OG0016727	T06D4.1a.1					
OG0016728	T06D4.2.1					
OG0016729	T07E3.5.1					
OG0016730	T09B4.5.1					
OG0016731	T09B4.6.1					
OG0016732	T10B5.6.1					
OG0016733	T10B11.7a.1					
OG0016734	T10E9.1.1					
OG0016735	T10E9.2.1					
OG0016736	T10E9.5.1					
OG0016737	T12A2.3.1					
OG0016738	T13C5.4.1					
OG0016739	T13G4.7.1					
OG0016740	T14A8.2c.1					
OG0016741	T14E8.2.1					
OG0016742	T14F9.2.1					
OG0016743	T15B7.14.1					
OG0016744	T15B12.2.1					
OG0016745	T16A1.5.1					
OG0016746	T16D1.1.1					
OG0016747	T17A3.12.1					
OG0016748	T19B4.5.1					
OG0016749	T19C3.1.1					
OG0016750	T19C3.6.1					
OG0016751	T20B6.3.1					
OG0016752	T20B12.5.1					
OG0016753	T20F5.5.1					
OG0016754	T20F7.3.1					
OG0016755	T21D9.2.1					
OG0016756	T21D12.11.1					
OG0016757	T21E3.2.1					
OG0016758	T21E12.5.1					
OG0016759	T21G5.2.1					
OG0016760	T21H3.5a.1					
OG0016761	T22B2.2.1					
OG0016762	T22B2.3.1					
OG0016763	T22B2.5.1					
OG0016764	T22B2.6.1					
OG0016765	T22D1.5.1					
OG0016766	T22D1.8.2					
OG0016767	T22E5.1a.1					
OG0016768	T23B3.1a.1					
OG0016769	T23B12.1.1					
OG0016770	T23C6.4.1					
OG0016771	T24C4.1.1					
OG0016772	T24C4.3.1					
OG0016773	T24C12.1.1					
OG0016774	T24D8.6.1					
OG0016775	T24E12.3.1					
OG0016776	T24E12.6b.1					
OG0016777	T24E12.11.1					
OG0016778	T24H7.4.1					
OG0016779	T25B2.2a.1					
OG0016780	T25B6.1.1					
OG0016781	T25B6.4.1					
OG0016782	T25B6.5.1					
OG0016783	T25B6.6.1					
OG0016784	T25D1.3.2					
OG0016785	T25D10.1.1					
OG0016786	T25F10.1.1					
OG0016787	T25G12.3.2					
OG0016788	T26A5.2a.1					
OG0016789	T26C12.2.1					
OG0016790	T27A10.5.1					
OG0016791	T27C10.3.2					
OG0016792	T27E4.4.1					
OG0016793	T27E4.5.1					
OG0016794	T28A11.13.1					
OG0016795	T28B4.4.2					
OG0016796	T28D9.4b.1					
OG0016797	T28D9.11.1					
OG0016798	W01A11.7.2					
OG0016799	W01B11.6.1					
OG0016800	W01C8.1.1					
OG0016801	W01H2.2.1					
OG0016802	W02B3.3.1					
OG0016803	W02D7.8.1					
OG0016804	W02D7.10.1					
OG0016805	W02D7.11.1					
OG0016806	W02F12.3.1					
OG0016807	W02H5.2.1					
OG0016808	W03D2.9.2					
OG0016809	W03F9.2a.1					
OG0016810	W03G1.5.1					
OG0016811	W04C9.4.1					
OG0016812	W04C9.6.1					
OG0016813	W04D12.1.1					
OG0016814	W04H10.2.1					
OG0016815	W05F2.3.1					
OG0016816	W05F2.6a.1					
OG0016817	W05H7.1.1					
OG0016818	W08A12.2a.1					
OG0016819	W08E12.8a.1					
OG0016820	W08E12.9.1					
OG0016821	W08F4.7.1					
OG0016822	W09B6.3a.1					
OG0016823	W09C3.7.1					
OG0016824	W09G12.6.1					
OG0016825	W09G12.7.1					
OG0016826	W09G12.9.1					
OG0016827	Y1B5A.1.1					
OG0016828	Y5H2B.5.1					
OG0016829	Y8A9A.4.1					
OG0016830	Y17G9B.4a.1					
OG0016831	Y22D7AL.1.1					
OG0016832	Y22D7AL.3.1					
OG0016833	Y22D7AL.7.1					
OG0016834	Y22D7AL.12.1					
OG0016835	Y22D7AL.13.1					
OG0016836	Y22D7AR.3.1					
OG0016837	Y22D7AR.10.1					
OG0016838	Y23B4A.1.1					
OG0016839	Y23B4A.2.2					
OG0016840	Y23H5A.2a.1					
OG0016841	Y24D9A.6.1					
OG0016842	Y24D9A.7.1					
OG0016843	Y25C1A.6.1					
OG0016844	Y32G9A.2b.1					
OG0016845	Y32H12A.1.1					
OG0016846	Y34D9A.3a.1					
OG0016847	Y37E3.1.1					
OG0016848	Y37E11AL.8.1					
OG0016849	Y37E11AL.9.1					
OG0016850	Y37E11B.2.7					
OG0016851	Y37F4.2.1					
OG0016852	Y37F4.3.1					
OG0016853	Y37F4.4.1					
OG0016854	Y37F4.5.2					
OG0016855	Y38C1BA.1.1					
OG0016856	Y39A3CL.3.1					
OG0016857	Y39A3CR.6.1					
OG0016858	Y39G10AL.1a.1					
OG0016859	Y39G10AR.10.1					
OG0016860	Y39G10AR.11.1					
OG0016861	Y39G10AR.12a.1					
OG0016862	Y39G10AR.17.1					
OG0016863	Y40A1A.3.1					
OG0016864	Y41D4B.14.1					
OG0016865	Y41G9A.3.1					
OG0016866	Y41G9A.5b.1					
OG0016867	Y41G9A.6.1					
OG0016868	Y42G9A.2.1					
OG0016869	Y42H9B.3.1					
OG0016870	Y43B11AR.1.1					
OG0016871	Y44E3A.1a.1					
OG0016872	Y45G5AM.7a.1					
OG0016873	Y46H3A.4a.1					
OG0016874	Y46H3D.1.1					
OG0016875	Y47A7.2.1					
OG0016876	Y47D7A.13.1					
OG0016877	Y47D9A.5.2					
OG0016878	Y47G6A.3.1					
OG0016879	Y47G6A.15.1					
OG0016880	Y47G6A.25.1					
OG0016881	Y48G1A.2.1					
OG0016882	Y48G1C.1.1					
OG0016883	Y48G8AR.3.1					
OG0016884	Y49F6B.5.1					
OG0016885	Y49F6B.6b.1					
OG0016886	Y49F6C.6.1					
OG0016887	Y49F6C.7.1					
OG0016888	Y49F6C.8.1					
OG0016889	Y50D4C.5a.1					
OG0016890	Y51H7C.3.1					
OG0016891	Y53G8AM.2.1					
OG0016892	Y54C5A.1.1					
OG0016893	Y54E10BL.1.1					
OG0016894	Y54E10BL.3.1					
OG0016895	Y54F10BM.3.1					
OG0016896	Y54F10BM.9.1					
OG0016897	Y54G2A.5a.1					
OG0016898	Y54G2A.11a.1					
OG0016899	Y54G2A.28b.1					
OG0016900	Y55B1AR.4.1					
OG0016901	Y55D5A.1a.1					
OG0016902	Y55D5A.2.1					
OG0016903	Y55F3AR.2.1					
OG0016904	Y57E12AL.4.1					
OG0016905	Y57E12B.4.1					
OG0016906	Y57G7A.2.1					
OG0016907	Y57G7A.5.1					
OG0016908	Y58A7A.2.1					
OG0016909	Y60C6A.1.1					
OG0016910	Y65B4BL.6a.1					
OG0016911	Y65B4BL.7a.2					
OG0016912	Y67D8C.7.1					
OG0016913	Y67D8C.8.1					
OG0016914	Y69A2AR.1a.1					
OG0016915	Y69A2AR.23.1					
OG0016916	Y69A2AR.24.1					
OG0016917	Y69A2AR.32a.1					
OG0016918	Y71F9AL.6.1					
OG0016919	Y71F9AL.8.1					
OG0016920	Y71F9AL.11.1					
OG0016921	Y71F9AL.12f.1					
OG0016922	Y71F9AR.3.1					
OG0016923	Y71G12B.9a.1					
OG0016924	Y71G12B.27.1					
OG0016925	Y71H2B.8.1					
OG0016926	Y71H2B.11.3					
OG0016927	Y73B3A.8.1					
OG0016928	Y73B3A.11.1					
OG0016929	Y73B3A.20.2					
OG0016930	Y73B6BL.22.1					
OG0016931	Y73B6BL.36.1					
OG0016932	Y74C10AR.2.1					
OG0016933	Y76B12C.4a.1					
OG0016934	Y76B12C.6b.1					
OG0016935	Y76B12C.8.1					
OG0016936	Y77E11A.7j.1					
OG0016937	Y81B9A.2.1					
OG0016938	Y81B9A.3.1					
OG0016939	Y82E9BL.1.1					
OG0016940	Y82E9BR.5.3					
OG0016941	Y82E9BR.6.2					
OG0016942	Y82E9BR.10.1					
OG0016943	Y82E9BR.19.1					
OG0016944	Y82E9BR.20.1					
OG0016945	Y92C3A.3.1					
OG0016946	Y92C3B.1.1					
OG0016947	Y92H12BM.1.1					
OG0016948	Y94H6A.10.1					
OG0016949	Y95B8A.4.1					
OG0016950	Y97E10AM.1.1					
OG0016951	Y97E10AR.2a.1					
OG0016952	Y97E10C.1.1					
OG0016953	Y102A11A.3.1					
OG0016954	Y102E9.3.1					
OG0016955	Y104H12D.4.1					
OG0016956	Y110A2AR.1.1					
OG0016957	Y119D3B.21.1					
OG0016958	ZC13.2.1					
OG0016959	ZC53.1.1					
OG0016960	ZC53.2.1					
OG0016961	ZC155.2.1					
OG0016962	ZC178.2.1					
OG0016963	ZC190.7.1					
OG0016964	ZC190.8.1					
OG0016965	ZC196.6a.1					
OG0016966	ZC204.14.1					
OG0016967	ZC262.4.2					
OG0016968	ZC308.4a.1					
OG0016969	ZC328.5.1					
OG0016970	ZC395.5.1					
OG0016971	ZC395.11.1					
OG0016972	ZC404.1.1					
OG0016973	ZC449.4.5					
OG0016974	ZC449.5.1					
OG0016975	ZC477.4.1					
OG0016976	ZK84.2.1					
OG0016977	ZK112.4.1					
OG0016978	ZK177.1.1					
OG0016979	ZK177.3.1					
OG0016980	ZK177.9.1					
OG0016981	ZK180.6a.1					
OG0016982	ZK353.3.1					
OG0016983	ZK353.4.1					
OG0016984	ZK355.3.1					
OG0016985	ZK380.4.1					
OG0016986	ZK470.4.1					
OG0016987	ZK546.4.1					
OG0016988	ZK616.2.1					
OG0016989	ZK616.8.1					
OG0016990	ZK652.2.1					
OG0016991	ZK686.1.3					
OG0016992	ZK686.5.1					
OG0016993	ZK688.1.1					
OG0016994	ZK688.4.1					
OG0016995	ZK688.5e.1					
OG0016996	ZK813.1.2					
OG0016997	ZK813.3.1					
OG0016998	ZK816.1.3					
OG0016999	ZK816.3.1					
OG0017000	ZK1248.17.1					
OG0017001	ZK1290.7.1					
OG0017002	Y23H5A.8a.1					
OG0017003	ZK1236.3a.1					
OG0017004	T09A5.1a.1					
OG0017005	H31B20.2.1					
OG0017006	F43C1.7.1					
OG0017007	F46H6.5.1					
OG0017008	T24D3.2.2					
OG0017009	T21B4.15.1					
OG0017010	C09H10.4.1					
OG0017011	F28F5.4.1					
OG0017012	R05G6.3.1					
OG0017013	R09H3.2.1					
OG0017014	ZC404.2.1					
OG0017015	C56E6.7.1					
OG0017016	T21C12.8a.1					
OG0017017	C09G4.4.1					
OG0017018	F37C12.18.1					
OG0017019	H32K21.1.1					
OG0017020	ZK1320.13.1					
OG0017021	T04B2.8.1					
OG0017022	ZK856.14a.1					
OG0017023	F33H1.6.1					
OG0017024	K02E11.10.1					
OG0017025	T28B8.6.1					
OG0017026	D1025.10.1					
OG0017027	F08G12.11.1					
OG0017028	F28H6.8.1					
OG0017029	F42D1.4.1					
OG0017030	F42F12.11.1					
OG0017031	H03G16.6.1					
OG0017032	M163.9.1					
OG0017033	M163.10.1					
OG0017034	T08D10.4.1					
OG0017035	W04G3.11.1					
OG0017036	Y7A5A.10.2					
OG0017037	Y66C5A.1.1					
OG0017038	Y66C5A.2.1					
OG0017039	Y53C12A.8.1					
OG0017040	C54C6.7.1					
OG0017041	C30G7.4.1					
OG0017042	C47E8.11.1					
OG0017043	F09C6.12.1					
OG0017044	F09C6.13.1					
OG0017045	F14F8.14.1					
OG0017046	F28F8.9b.1					
OG0017047	F46B6.13.1					
OG0017048	T07C12.14.1					
OG0017049	T26H5.9a.1					
OG0017050	C36E8.6.1					
OG0017051	C18D11.7.1					
OG0017052	C30H6.12a.1					
OG0017053	C33D9.10.2					
OG0017054	F16C3.4.1					
OG0017055	F26D10.13.1					
OG0017056	F32A7.8.1					
OG0017057	F36D1.10.1					
OG0017058	F36H2.4.1					
OG0017059	F55B11.6.1					
OG0017060	Y45F10C.6.2					
OG0017061	Y45F10D.16.1					
OG0017062	Y87G2A.20.1					
OG0017063	Y105E8B.11.1					
OG0017064	F09C6.14.1					
OG0017065	F30H5.5.1					
OG0017066	C42D8.9.1					
OG0017067	D1022.9a.1					
OG0017068	M02D8.7.1					
OG0017069	W02D7.12.1					
OG0017070	Y71G12B.33b.1					
OG0017071	K09F6.11.1					
OG0017072	T05A8.8.1					
OG0017073	K12H6.10.1					
OG0017074	C17F4.12.1					
OG0017075	F39E9.14.1					
OG0017076	Y49F6B.12.1					
OG0017077	T24E12.12.1					
OG0017078	Y14H12A.2.1					
OG0017079	F59A6.10.1					
OG0017080	C27D6.12a.1					
OG0017081	ZK177.11.1					
OG0017082	B0034.7.1					
OG0017083	F02A9.7.1					
OG0017084	C08E3.14.1					
OG0017085	C50D2.10a.4					
OG0017086	D1007.18.1					
OG0017087	W03G9.8.1					
OG0017088	Y18H1A.15.1					
OG0017089	Y119C1B.11.1					
OG0017090	T08A9.13.1					
OG0017091	ZC21.10.1					
OG0017092	C02F5.14.1					
OG0017093	Y102E9.6.1					
OG0017094	F27B3.8.1					
OG0017095	K11H12.10.1					
OG0017096	C44B12.9.1					
OG0017097	Y69A2AL.2.1					
OG0017098	F15E6.10.1					
OG0017099	Y54G2A.41.1					
OG0017100	C46G7.5.1					
OG0017101	R13A1.10.1					
OG0017102	W03F9.11.1					
OG0017103	Y58G8A.5.1					
OG0017104	T06A1.7a.1					
OG0017105	F59A7.12.1					
OG0017106	T28A11.22.1					
OG0017107	Y39H10B.2a.1					
OG0017108	F13A2.9.1					
OG0017109	F41F3.8.1					
OG0017110	H23N18.6.1					
OG0017111	F14F9.8.1					
OG0017112	B0238.15.1					
OG0017113	K09H11.11.1					
OG0017114	EGAP9.4.1					
OG0017115	R13D7.11.1					
OG0017116	Y97E10AR.8.1					
OG0017117	F41E6.15.1					
OG0017118	C36C9.6.1					
OG0017119	Y75D11A.6.1					
OG0017120	C14E2.7.1					
OG0017121	T26C11.8.1					
OG0017122	F53B1.9.1					
OG0017123	C15B12.9.1					
OG0017124	F38B6.8.1					
OG0017125	F43E12.1.1					
OG0017126	C06E2.9.1					
OG0017127	C24A3.9.1					
OG0017128	Y81B9A.4.1					
OG0017129	T27A3.8.1					
OG0017130	B0252.8.1					
OG0017131	F54H12.7.1					
OG0017132	C29E4.14.1					
OG0017133	H17B01.5.1					
OG0017134	C01G10.17.1					
OG0017135	ZK622.5.1					
OG0017136	C07D10.6.1					
OG0017137	B0303.16.1					
OG0017138	C36E6.8.1					
OG0017139	W07E11.4.1					
OG0017140	R02E4.3.1					
OG0017141	R11G1.7.1					
OG0017142	Y38C1AA.13.1					
OG0017143	Y57G11C.52.1					
OG0017144	Y55F3BR.10.1					
OG0017145	C53H9.3.1					
OG0017146	F49H12.7.1					
OG0017147	C32D5.14.1					
OG0017148	Y55F3BR.11.1					
OG0017149	ZK688.11.1					
OG0017150	T23B7.3a.1					
OG0017151	ZK1290.15.1					
OG0017152	T02B11.8a.1					
OG0017153	T10H9.8.1					
OG0017154	F13H10.8a.1					
OG0017155	F35G8.2.1					
OG0017156	T07A9.14.1					
OG0017157	C06H5.8a.1					
OG0017158	Y46E12A.4.1					
OG0017159	C02G6.3.1					
OG0017160	Y37E3.19.1					
OG0017161	K12C11.5.1					
OG0017162	Y41G9A.10.1					
OG0017163	Y43C5A.7.1					
OG0017164	Y49A10A.2.2					
OG0017165	T25B9.11b.1					
OG0017166	T25B9.12.1					
OG0017167	ZC15.10.1					
OG0017168	F55B11.7a.1					
OG0017169	C46C2.7.2					
OG0017170	K01A6.7.1					
OG0017171	Y116A8C.49.1					
OG0017172	T28C6.10.1					
OG0017173	F53F4.17.1					
OG0017174	F13E9.15.1					
OG0017175	C54D2.6.1					
OG0017176	Y49E10.29.1					
OG0017177	F09A5.9.1					
OG0017178	F54H12.8.1					
OG0017179	T07A9.15.1					
OG0017180	Y62H9A.15b.1					
OG0017181	F46C3.6.1					
OG0017182	C04E7.5.1					
OG0017183	F07G6.10.1					
OG0017184	F59C12.4.1					
OG0017185	ZC250.4.1					
OG0017186	C37H5.14b.1					
OG0017187	R11D1.12a.1					
OG0017188	T10G3.8.2					
OG0017189	F11D11.12.1					
OG0017190	ZC449.7.1					
OG0017191	C02B4.4.1					
OG0017192	F26D11.12.1					
OG0017193	ZC334.12.2					
OG0017194	Y71F9AM.8.1					
OG0017195	Y75B12B.13.1					
OG0017196	T19H5.7.1					
OG0017197	Y37H2A.14.1					
OG0017198	R07B5.9h.1					
OG0017199	Y95D11A.3.1					
OG0017200	C10A4.9b.1					
OG0017201	F17B5.8.1					
OG0017202	C15C8.8.1					
OG0017203	C49G9.2.1					
OG0017204	F14F3.5.1					
OG0017205	T03F6.9.1					
OG0017206	F55G7.4.1					
OG0017207	ZK662.6.1					
OG0017208	F56F4.8.1					
OG0017209	T05E12.9.1					
OG0017210	D1081.10.2					
OG0017211	F14H3.14.1					
OG0017212	R11D1.13.1					
OG0017213	F32H2.12.1					
OG0017214	Y94A7B.11.1					
OG0017215	Y43F8B.17.1					
OG0017216	Y43F8B.18.1					
OG0017217	F55F10.3.1					
OG0017218	F59B2.14.1					
OG0017219	C05G5.7.1					
OG0017220	C14A11.9.1					
OG0017221	K07C5.13b.1					
OG0017222	C10A4.10.1					
OG0017223	F49H6.17.1					
OG0017224	F55B12.10.1					
OG0017225	Y62F5A.12.1					
OG0017226	T27C10.8.1					
OG0017227	T10D4.15.1					
OG0017228	C23H5.12.1					
OG0017229	T04F3.5.1					
OG0017230	C01A2.9.1					
OG0017231	F21C3.7.1					
OG0017232	C26C6.10.1					
OG0017233	F15D3.9.1					
OG0017234	R05D7.7.2					
OG0017235	Y39G10AR.25.2					
OG0017236	R02D5.9.1					
OG0017237	F14H8.8.1					
OG0017238	C01G10.18.1					
OG0017239	T01G5.8.1					
OG0017240	T20F5.8.1					
OG0017241	F54F7.10.1					
OG0017242	Y44A6D.7a.1					
OG0017243	F58B4.7.1					
OG0017244	K08E5.5.1					
OG0017245	F12A10.9.1					
OG0017246	R102.11a.1					
OG0017247	T23G11.11.1					
OG0017248	Y105C5A.508.1					
OG0017249	Y11D7A.19.1					
OG0017250	F59C6.16.1					
OG0017251	F17B5.9.1					
OG0017252	K04G2.12.1					
OG0017253	F25H5.10.1					
OG0017254	D1054.18a.1					
OG0017255	W07G4.8.1					
OG0017256	D2005.7.1					
OG0017257	ZC334.13.1					
OG0017258	D1081.12.1					
OG0017259	F36D1.12.1					
OG0017260	ZK355.8.1					
OG0017261	K08C9.10.1					
OG0017262	Y2H9A.6b.1					
OG0017263	C08E8.11.1					
OG0017264	T04A8.18.1					
OG0017265	ZC116.5.1					
OG0017266	F26F2.10a.1					
OG0017267	F15B9.11.1					
OG0017268	K09C8.9.1					
OG0017269	T21E8.6.1					
OG0017270	T21E8.7.1					
OG0017271	W02F12.8.1					
OG0017272	C06C3.12.1					
OG0017273	F54B3.4.1					
OG0017274	F54C9.14.1					
OG0017275	C14B1.12.1					
OG0017276	T03F6.10.1					
OG0017277	F59B2.15.1					
OG0017278	Y47D3B.12.1					
OG0017279	F58D2.4.1					
OG0017280	F59A3.12.1					
OG0017281	W09C2.7.1					
OG0017282	W09C2.9.1					
OG0017283	C49C3.20.1					
OG0017284	Y71G12B.35.1					
OG0017285	Y65A5A.24.1					
OG0017286	W09C2.8.1					
OG0017287	K02E2.11.2					
OG0017288	Y26G10.5.1					
OG0017289	Y26G10.6.1					
OG0017290	Y26G10.7.1					
OG0017291	C06B3.16.2					
OG0017292	F56H9.8b.1					
OG0017293	Y48G1C.13.1					
OG0017294	Y54G2A.57.1					
OG0017295	C48D1.9a.1					
OG0017296	F36H2.6.1					
OG0017297	M05B5.7.1					
OG0017298	T05F1.15.1					
OG0017299	W09C5.12.1					
OG0017300	F38B2.6.1					
OG0017301	K09E9.7.4					
OG0017302	K07E3.9.1					
OG0017303	Y116A8C.463.1					
OG0017304	D1054.19a.1					
OG0017305	T26C11.9.2					
OG0017306	Y17D7C.6a.1					
OG0017307	F40D4.17.1					
OG0017308	Y48A6B.14.1					
OG0017309	Y38H6C.24.1					
OG0017310	ZK1098.12.1					
OG0017311	T02C12.5.1					
OG0017312	B0462.5.1					
OG0017313	EEED8.18.1					
OG0017314	F59A3.13.1					
OG0017315	Y43F8B.22.1					
OG0017316	C32E8.12.1					
OG0017317	Y36E3A.2.1					
OG0017318	D2062.13.1					
OG0017319	T11F9.21a.1					
OG0017320	F19B10.13.1					
OG0017321	T25E12.16.1					
OG0017322	T16H12.13.1					
OG0017323	ZK783.7.1					
OG0017324	C29E4.17.1					
OG0017325	Y39A1A.27.1					
OG0017326	Y41C4A.21.1					
OG0017327	Y46E12A.5.1					
OG0017328	F37C12.21.1					
OG0017329	Y38H6C.25.1					
OG0017330	C12D8.20.1					
OG0017331	K03B8.14.2					
OG0017332	T11F9.22.1					
OG0017333	C52E4.12.1					
OG0017334	T16G1.13.1					
OG0017335	R02D5.10.1					
OG0017336	F45B8.5.1					
OG0017337	C25F9.16.1					
OG0017338	ZK616.61.1					
OG0017339	Y73B6BL.270.1					
OG0017340	C01B10.44.1					
OG0017341	T27D12.6.1					
OG0017342	K09A9.8.1					
OG0017343	Y75B8A.44.1					
OG0017344	Y66A7A.9.1					
OG0017345	Y41C4A.22.1					
OG0017346	W09C2.10.1					
OG0017347	M03C11.9.1					
OG0017348	R107.9.1					
OG0017349	B0496.11.1					
OG0017350	C05B5.12.1					
OG0017351	K10H10.13.1					
OG0017352	C01B9.4.1					
OG0017353	C17B7.14.1					
OG0017354	Y53F4B.51.1					
OG0017355	Y53C12A.11.1					
OG0017356	F22F7.8.2					
OG0017357	Y105C5A.1272.1					
OG0017358	F44D12.16.1					
OG0017359	JC8.16.1					
OG0017360	Y45F10B.59.1					
OG0017361	K08D8.9.1					
OG0017362	K08D8.10.1					
OG0017363	H12I19.115.1					
OG0017364	ZK742.7.1					
OG0017365	F13E9.19.1					
OG0017366	Y51H4A.937.1					
OG0017367	Y73F8A.1159.1					
OG0017368	Y105C5A.1273.1					
OG0017369	T12A7.10.1					
OG0017370	M02G9.4a.1					
OG0017371	C34C6.9.2					
OG0017372	ZK666.14.1					
OG0017373	F37H8.6.3					
OG0017374	Y17D7B.10.1					
OG0017375	T25B2.4.1					
OG0017376	C16C4.18.1					
OG0017377	Y46C8AL.11.1					
OG0017378	C35B1.9.1					
OG0017379	Y37E11AL.12.1					
OG0017380	ZK180.8b.1					
OG0017381	Y38C1BA.4.1					
OG0017382	F42A9.11.1					
OG0017383	CC8.3.1					
OG0017384	T22D1.17a.1					
OG0017385	T22D1.18.1					
OG0017386	B0261.9.1					
OG0017387	C54E10.7.1					
OG0017388	ZK228.13.1					
OG0017389	C04C3.9.1					
OG0017390	C43C3.4.1					
OG0017391	F21C10.13.1					
OG0017392	M110.10.1					
OG0017393	C16D2.3.1					
OG0017394	ZK666.15.2					
OG0017395	W02B12.16.1					
OG0017396	F26H11.8.1					
OG0017397	F13A2.10.1					
OG0017398	W04A8.9.1					
OG0017399	C12D8.21a.1					
OG0017400	F26F2.11a.1					
OG0017401	Y47D7A.17.1					
OG0017402	K12B6.11.1					
OG0017403	W05B10.6.1					
OG0017404	Y50D4A.6a.1					
OG0017405	K08E5.6.1					
OG0017406	C41D11.10.1					
OG0017407	F15H10.12.1					
OG0017408	R04A9.9a.1					
OG0017409	F19G12.8.1					
OG0017410	F19G12.9b.1					
OG0017411	F19G12.11.1					
OG0017412	ZC449.8.1					
OG0017413	W02H3.3.1					
OG0017414	C07B5.8.1					
OG0017415	Y7A5A.13.1					
OG0017416	C34F6.12.1					
OG0017417	F09B12.7.1					
OG0017418	F11C1.9.1					
OG0017419	F11C1.10.1					
OG0017420	F55G7.5.1					
OG0017421	ZC404.16.4					
OG0017422	Y71A12B.23.1					
OG0017423	Y71A12B.24.2					
OG0017424	F36D1.15.1					
OG0017425	Y39B6A.69.1					
OG0017426	Y113G7B.27a.1					
OG0017427	Y113G7B.28.1					
OG0017428	F30A10.15.1					
OG0017429	ZK546.19.1					
OG0017430	C13C4.8.1					
OG0017431	F25D1.8.1					
OG0017432	T26H5.11.2					
OG0017433	K09H11.15.1					
OG0017434	C25E10.16.1					
OG0017435	ZK938.10.2					
OG0017436	T09F5.20b.1					
OG0017437	F27E5.9.1					
OG0017438	C34C6.10.1					
OG0017439	T08B2.15.1					
OG0017440	C09D4.9.1					
OG0017441	F46E10.18.1					
OG0017442	F56H1.10.1					
OG0017443	B0563.18.1					
OG0017444	Y39F10C.3.1					
OG0017445	F02D8.9.1					
OG0017446	F28B12.6.1					
OG0017447	K10G6.9.1					
OG0017448	F44E5.15.1					
OG0017449	C55B6.7.1					
OG0017450	C42D4.18.1					
OG0017451	F52H2.15.1					
OG0017452	F01G12.18.1					
OG0017453	C32C4.16.1					
OG0017454	D1005.10.1					
OG0017455	T06D4.6.1					
OG0017456	W04G5.16.1					
OG0017457	C08H9.18.1					
OG0017458	T24H7.8.1					
OG0017459	ZK1240.11.1					
OG0017460	F59H6.14.1					
OG0017461	W04H10.5.1					
OG0017462	W04H10.6a.1					
OG0017463	F56H9.9.1					
OG0017464	F59C6.18.1					
OG0017465	T08D10.5.1					
OG0017466	Y22F5A.11.1					
OG0017467	T22A3.12.1					
OG0017468	F27D9.12.1					
OG0017469	M6.11.1					
OG0017470	C44C11.6.1					
OG0017471	Y51B9A.14.1					
OG0017472	B0416.11.1					
OG0017473	C31H2.14.2					
OG0017474	C10A4.13.4					
OG0017475	Y57G11C.1142.1					
OG0017476	F11D11.21.1					
OG0017477	Y38H8A.12.1					
OG0017478	C29A12.22.1					
OG0017479	T01B7.13.1					
OG0017480	T26E4.18.1					
OG0017481	B0250.18a.1					
OG0017482	F59A1.18.1					
OG0017483	Y51A2A.16.1					
OG0017484	Y113G7A.22.1					
OG0017485	Y39A3B.7.1					
OG0017486	T28C6.11.1					
OG0017487	F53E4.2.1					
OG0017488	T27F7.12.1					
OG0017489	ZK897.10b.1					
OG0017490	T02G5.15.3					
OG0017491	T27A8.7.1					
OG0017492	Y53H1A.7.1					
OG0017493	F11A6.15a.1					
OG0017494	C30A5.16.1					
OG0017495	C31A11.13.1					
OG0017496	M162.15.1					
OG0017497	R03D7.15.1					
OG0017498	W05H12.4.2					
OG0017499	C01F6.14.1					
OG0017500	F29F11.20.1					
OG0017501	T10B9.14.1					
OG0017502	Y73B6BL.288.1					
OG0017503	Y116A8A.150a.1					
OG0017504	T23G4.127.1					
OG0017505	C17C3.24.1					
OG0017506	R09A8.9.1					
OG0017507	C05B5.16.1					
OG0017508	K10D3.8.1					
OG0017509	F43G9.21.1					
OG0017510	F55H12.7a.1					
OG0017511	C41G7.15.1					
OG0017512	K07A1.20.1					
OG0017513	C04F12.16.1					
OG0017514	F36D1.23.1					
OG0017515	Y87G2A.25.1					
OG0017516	T05C12.15.1					
OG0017517	AH6.17.1					
OG0017518	F35H8.12.1					
OG0017519	B0334.20.1					
OG0017520	F43G6.16.1					
OG0017521	C34C12.12.1					
OG0017522	C54C6.11.1					
OG0017523	C01G12.16.1					
OG0017524	W10G6.6.1					
OG0017525	C44C10.15.1					
OG0017526	C17E4.19.1					
OG0017527	C17E4.20.1					
OG0017528	C05B5.17.1					
OG0017529	F07E5.12.1					
OG0017530	R08A2.9.1					
OG0017531	H25P06.5.1					
OG0017532	ZK822.9b.1					
OG0017533	K02D10.8.1					
OG0017534	T16G1.18.1					
OG0017535	F14H12.17.1					
OG0017536	R160.10.1					
OG0017537	C03G5.14.1					
OG0017538	F01E11.18.1					
OG0017539	C28G1.10.1					
OG0017540	C47A10.16.1					
OG0017541	Y48A6C.8.1					
OG0017542	M199.134.1					
OG0017543	C04C3.14.1					
OG0017544	ZK381.62.1					
OG0017545	Y38F2AL.12.3					
OG0017546	F44D12.19.1					
OG0017547	T19C4.24.1					
OG0017548	Y66D12A.30.1					
OG0017549	Y52B11A.20a.1					
OG0017550	C23H5.15.1					
OG0017551	Y54G2A.72.1					
OG0017552	Y54G2A.73a.1					
OG0017553	F54D5.23.1					
OG0017554	F53B6.13.1					
